"Status","Progress","Duration__in_seconds_","Finished","DistributionChannel","UserLanguage","Gender","Age","Race_White","Race_Black","Race_American_Indian","Race_Asian","Race_Native_Hawaiian","Race_Other","Race_Other_Text","Ethnicity","Type_of_Phone","Type_of_Phone_Other_Text","Timing_First_Click_1","Timing_Last_Click_1","Timing_Page_Submit_1","Timing_Click_Count_1","Timing_First_Click_2","Timing_Last_Click_2","Timing_Page_Submit_2","Timing_Click_Count_2","Frequency_Text_Messages","Frequency_Text_Communication","Frequency_Text_Communication_iPhone","Frequency_Text_Communication_Android","Emoji_Use_Attitude_Useless_Useful","Emoji_Use_Attitude_Uninteresting_Interesting","Emoji_Use_Attitude_Boring_Fun","Emoji_Use_Attitude_Easy_Hard","Emoji_Use_Attitude_Informal_Formal","Emoji_Use_Attitude_Bad_Good","Emoji_Use_Motive_Express_Feeling_To_Others","Emoji_Use_Motive_Strengthen_Message_Content","Emoji_Use_Motive_Soften_Message_Content","Emoji_Use_Motive_Make_Content_Ironic_Sarcastic","Emoji_Use_Motive_Make_Content_Fun_Comic","Emoji_Use_Motive_Make_Content_Serious","Emoji_Use_Motive_Make_Content_Positive","Emoji_Use_Motive_Make_Content_Negative","Emoji_Use_Motive_Express_Images_Not_Words","CMC_Effectiveness_Get_What_I_Want","CMC_Effectiveness_Achieve_Goals","CMC_Effectiveness_Interactions_Accomplish_Goals","CMC_Effectiveness_Effective_Conversations","Online_Attitudes_Meeting_People_Important_Regardless_Mode","Online_Attitudes_Never_Use_Internet_To_Make_Friends","Online_Attitudes_Do_Not_Understand_Making_Friends_Online","Online_Attitudes_Online_Relationships_Not_Strong","Online_Attitudes_Like_Making_Friends_Online","Online_Attitudes_Online_Romantic_Partners_Desperate","Online_Attitudes_Nothing_Wrong_Making_Friends_Online","Online_Attitudes_Never_Meet_Online_Offline","Online_Attitudes_Better_Friends_In_Person_Community","Online_Attitudes_Internet_Broadens_Horizons","Online_Attitudes_Internet_Good_For_Relationships","Online_Attitudes_Frown_On_Online_Relationships","Online_Attitudes_Online_Friends_Become_Common","Online_Attitudes_Do_Not_Believe_Find_Love_Online","Online_Attitudes_Online_Relationships_People_Different","Attitudes_Composite","CMC_Effectiveness_Composite","Motives_Composite","Condition","Online_Attitudes_Composite","condition_dummy","q26_2r","q26_3r","q26_4r","q26_6r","q26_8r","q26_9r","q26_12r","q26_14r","q26_15r","online_rel_form","filter_.","AGE_RECODED"
0,100,267,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.732,0,NA,NA,NA,NA,8,7,7,1,7,7,7,1,4,7,7,7,7,7,7,4,7,4,7,4,4,4,4,3,1,1,2,2,2,NA,2,3,4,4,1,4,1,1,6.4,4,6.33333333333333,1,11.2142857142857,1,4,4,3,3,3,2,4,4,4,NA,1,1
0,100,327,1,"anonymous","EN",2,18,NA,1,NA,NA,NA,NA," ",2,1," ",0,0,2.352,0,NA,NA,NA,NA,7,6,7,7,6,5,6,2,1,7,7,7,7,3,4,1,6,1,7,4,4,4,3,3,1,1,1,2,1,4,3,1,4,3,1,4,2,1,5,3.75,4.77777777777778,1,11,1,4,4,4,4,2,4,4,3,4,3.53333333333333,1,1
0,100,214,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.004,0,NA,NA,NA,NA,9,7,7,1,4,6,7,1,3,6,6,6,6,7,7,1,5,4,6,5,5,5,5,4,2,3,4,1,2,3,2,4,3,3,4,3,2,1,5.2,5,5.33333333333333,1,11.7142857142857,1,3,2,1,3,3,1,1,3,4,2.53333333333333,1,1
0,100,200,1,"anonymous","EN",2,18,1,1,NA,NA,NA,NA," ",2,1," ",0,0,6.658,0,NA,NA,NA,NA,7,3,6,2,7,7,7,2,6,6,6,6,4,6,6,1,6,3,6,4,4,4,4,2,2,2,4,1,3,4,2,3,3,2,1,3,2,2,6.6,4,4.88888888888889,1,11.2857142857143,1,3,3,1,2,3,2,4,3,3,2.6,1,1
0,100,275,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,7.308,0,NA,NA,NA,NA,7,6,6,1,6,6,7,1,1,7,7,7,7,7,7,7,7,7,7,4,4,4,4,3,2,2,3,2,2,3,2,4,3,3,2,3,2,2,5.4,4,7,1,11.5,1,3,3,2,3,3,1,3,3,3,2.73333333333333,1,1
0,59,88,0,"anonymous","EN",1,18,NA,1,NA,NA,NA,NA," ",2,1," ",0,0,1.224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
0,100,140,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,27.054,0,NA,NA,NA,NA,7,7,7,3,7,6,7,1,3,7,7,7,6,7,6,5,7,3,6,5,4,3,3,3,3,3,3,2,2,4,2,3,1,4,2,2,1,1,6,3.75,6,1,11.2857142857143,1,2,2,2,3,3,2,3,4,4,2.73333333333333,1,1
0,100,340,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,4.075,0,NA,NA,NA,NA,7,6,6,3,7,7,6,1,7,7,7,7,7,7,7,5,7,7,7,4,4,4,4,4,1,1,3,4,1,1,1,2,4,4,1,4,1,1,6.8,4,6.77777777777778,1,11.2857142857143,1,4,4,2,4,4,3,4,4,4,3.6,1,1
0,100,472,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,10.917,0,NA,NA,NA,NA,7,6,6,6,6,7,7,4,2,5,5,6,6,6,6,2,6,3,5,4,5,4,4,1,2,2,4,2,3,2,2,4,3,2,2,3,1,2,5.4,4.25,5,1,11.3571428571429,1,3,3,1,2,3,1,3,4,3,2.4,1,1
0,100,219,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.709,0,NA,NA,NA,NA,7,3,4,4,3,5,7,2,2,6,6,6,6,7,7,2,7,2,3,4,4,4,4,4,1,1,1,3,1,4,1,3,4,4,1,4,1,1,4.6,4,5.11111111111111,1,11.1428571428571,1,4,4,4,4,4,2,4,4,4,3.8,1,1
0,100,166,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,3.773,0,NA,NA,NA,NA,10,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,1,1,1,3,2,4,1,1,4,3,1,4,4,1,5.8,4,7,1,11.2142857142857,1,4,4,4,3,4,4,4,1,4,3.6,1,1
0,100,397,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,8.475,0,NA,NA,NA,NA,10,7,7,7,7,7,7,1,3,7,7,7,7,7,7,2,7,3,6,4,4,4,4,3,2,1,2,4,2,4,1,2,3,4,1,4,1,2,6.2,4,5.88888888888889,1,11.2857142857143,1,3,4,3,3,4,3,4,4,3,3.53333333333333,1,1
0,100,151,1,"anonymous","EN",1,18,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,0.973,0,NA,NA,NA,NA,7,7,7,2,7,7,6,1,2,6,7,7,5,5,7,2,6,2,5,4,4,4,4,4,1,1,2,3,2,3,1,2,4,4,2,3,2,2,5.6,4,5.11111111111111,1,11.3571428571429,1,4,4,3,3,4,3,3,3,3,3.4,1,1
0,100,218,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",1,1," ",10.676,10.676,12.498,1,NA,NA,NA,NA,9,7,7,1,6,5,7,2,1,6,7,3,6,7,7,1,6,2,3,4,3,4,5,4,1,1,2,4,1,4,1,2,4,4,1,4,1,1,5,4,4.66666666666667,1,11.2142857142857,1,4,4,3,4,4,3,4,4,4,3.86666666666667,1,1
0,100,31810,1,"anonymous","EN",2,19,NA,NA,NA,1,NA,NA," ",2,1," ",4.68,4.68,7.019,1,NA,NA,NA,NA,7,6,6,2,7,6,7,1,1,7,7,7,7,7,7,3,7,1,7,4,4,4,4,4,3,2,4,1,2,3,2,3,3,2,1,3,1,2,5.6,4,5.88888888888889,1,11.3571428571429,1,2,3,1,3,3,2,4,4,3,2.73333333333333,1,1
0,100,221,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",2.852,2.852,3.23,1,NA,NA,NA,NA,7,6,6,2,7,7,7,1,1,7,6,6,4,7,7,1,4,1,7,4,3,5,4,4,2,2,2,1,2,3,2,3,3,2,2,4,2,1,5.8,4,4.77777777777778,1,11.2857142857143,1,3,3,3,3,3,2,3,3,4,2.93333333333333,1,1
0,100,430,1,"anonymous","EN",2,19,NA,NA,NA,1,NA,NA," ",2,1," ",2.4,2.4,3.362,1,NA,NA,NA,NA,7,3,2,2,6,7,7,1,1,7,5,5,5,1,5,1,5,1,5,3,4,4,4,4,1,1,1,2,2,4,2,1,4,4,3,3,3,3,5.6,3.75,3.66666666666667,1,11.4285714285714,1,4,4,4,3,3,4,2,2,2,3.26666666666667,1,1
0,100,366,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",2.343,9.992,11.657,8,NA,NA,NA,NA,7,5,5,5,5,4,5,1,1,6,5,3,4,5,6,2,6,3,6,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4.2,3,4.44444444444444,1,11.2142857142857,1,3,3,3,3,3,3,3,3,3,2.86666666666667,1,1
0,100,324,1,"anonymous","EN",2,19,NA,NA,NA,1,NA,1,"Middle Eastern",2,1," ",2.285,3.147,4.002,2,NA,NA,NA,NA,10,6,7,6,7,7,7,1,4,4,7,7,7,7,7,4,4,4,7,3,4,4,5,NA,NA,NA,NA,NA,2,2,3,4,4,4,1,4,2,1,5.8,4,6,1,NA,1,NA,NA,NA,3,2,1,4,3,4,NA,1,1
0,100,891,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",1.821,1.821,2.453,1,NA,NA,NA,NA,7,5,6,1,6,6,6,1,1,5,7,6,6,7,7,1,5,2,4,4,4,3,5,4,1,1,2,4,3,4,2,3,4,3,2,4,3,1,4.8,4,5,1,11.6428571428571,1,4,4,3,2,3,2,3,2,4,3.33333333333333,1,1
0,100,378,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",1.553,1.553,1.944,1,NA,NA,NA,NA,7,5,5,1,5,4,7,1,1,5,6,7,5,3,6,1,2,2,4,4,3,4,4,4,1,1,2,3,1,4,1,1,3,3,1,4,1,2,4.4,3.75,4,1,11,1,4,4,3,4,4,4,4,4,3,3.66666666666667,1,1
0,100,256,1,"anonymous","EN",1,19,NA,NA,NA,NA,NA,NA," ",1,1," ",1.456,1.456,7.423,1,NA,NA,NA,NA,10,6,6,6,7,6,7,4,2,6,6,6,6,6,6,1,6,1,7,2,2,2,3,2,2,2,2,2,1,2,3,2,4,2,2,2,2,2,5.6,2.25,5,1,11.1428571428571,1,3,3,3,4,2,3,3,3,3,2.73333333333333,1,1
0,100,176,1,"anonymous","EN",1,19,NA,NA,NA,1,NA,NA," ",2,1," ",1.452,1.855,2.481,2,NA,NA,NA,NA,9,2,5,5,5,5,5,2,4,5,6,6,6,6,6,6,6,6,6,4,3,4,4,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,4.8,3.75,6,1,11.2142857142857,1,3,3,3,3,3,3,3,3,3,2.86666666666667,1,1
0,100,591,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",1.429,1.429,4.556,1,NA,NA,NA,NA,10,6,6,3,6,6,6,2,1,6,6,3,6,7,7,4,6,6,6,2,2,3,4,3,4,3,4,2,2,3,2,3,3,2,1,4,2,2,5,2.75,5.66666666666667,1,11.6428571428571,1,1,2,1,3,3,2,4,3,3,2.6,1,1
0,100,223,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",1.383,1.383,2.026,1,NA,NA,NA,NA,10,6,6,4,6,6,6,2,1,5,5,5,6,6,6,2,6,3,5,4,3,3,4,4,2,2,3,2,2,4,2,4,4,2,2,4,2,1,4.8,3.5,4.88888888888889,1,11.5714285714286,1,3,3,2,3,3,1,3,3,4,3,1,1
0,100,215,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",1.273,1.273,1.969,1,NA,NA,NA,NA,5,5,6,1,6,5,7,1,1,4,5,4,6,5,7,1,6,4,7,5,5,5,5,4,2,2,1,1,1,4,1,2,4,3,1,4,1,1,4.6,5,5,1,11,1,3,3,4,4,4,3,4,4,4,3.53333333333333,1,1
0,100,1206,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0.899,0.899,1.884,1,NA,NA,NA,NA,10,7,7,1,7,7,7,1,2,7,7,7,7,7,7,5,7,3,7,4,4,4,5,4,2,2,3,3,2,4,2,2,4,4,1,4,1,1,6,4.25,6.33333333333333,1,11.5,1,3,3,2,3,3,3,4,4,4,3.46666666666667,1,1
0,100,593,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,5.501,0,NA,NA,NA,NA,7,4,4,1,7,7,7,2,2,7,3,4,6,4,6,2,5,1,5,4,4,4,4,4,1,2,3,3,3,3,1,4,3,3,1,4,1,1,6,4,4,1,11.4285714285714,1,4,3,2,2,4,1,4,4,4,3.2,1,1
0,100,535,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,3.011,0,NA,NA,NA,NA,4,3,3,2,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,4,2,2,3,2,3,3,2,2,3,3,2,3,3,3,5,5,7,1,11.6428571428571,1,3,3,2,2,3,3,3,2,2,2.73333333333333,1,1
0,100,162,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,5.007,0,NA,NA,NA,NA,7,6,6,2,5,5,6,2,1,6,6,5,6,7,7,1,6,4,5,4,4,4,4,4,1,1,2,3,1,4,1,3,4,4,1,4,1,1,4.6,4,5.22222222222222,1,11.2142857142857,1,4,4,3,4,4,2,4,4,4,3.73333333333333,1,1
0,100,69,1,"anonymous","EN",2,19,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,1.581,0,NA,NA,NA,NA,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,11,1,3,3,3,3,3,3,3,3,3,2.6,1,1
0,100,444,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.233,0,NA,NA,NA,NA,4,3,3,1,3,5,5,2,2,4,6,4,5,5,5,2,4,1,3,3,3,3,3,4,1,1,1,3,3,4,1,3,4,3,1,4,3,1,3.8,3,3.88888888888889,1,11.3571428571429,1,4,4,4,2,4,2,4,2,4,3.46666666666667,1,1
0,100,273,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,38.59,0,NA,NA,NA,NA,9,5,5,1,6,6,2,6,1,5,6,5,6,6,6,2,5,1,5,3,3,3,3,4,2,3,3,2,1,3,2,2,3,2,2,3,2,2,4,3,4.66666666666667,1,11.3571428571429,1,3,2,2,4,3,3,3,3,3,2.86666666666667,1,1
0,100,400,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.25,0,NA,NA,NA,NA,9,6,6,1,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,4,4,4,4,3,2,3,4,3,3,3,2,4,3,2,3,3,4,3,5.8,4,7,1,12,1,3,2,1,2,3,1,2,1,2,2.26666666666667,1,1
0,100,173,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,0.975,0,NA,NA,NA,NA,8,4,5,1,3,5,5,5,1,4,5,5,5,5,5,1,NA,4,6,4,4,4,4,3,2,2,3,3,2,3,2,2,NA,2,3,3,2,3,3.6,4,NA,1,NA,1,3,3,2,3,3,3,2,3,2,NA,1,1
0,100,355,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,2.186,0,NA,NA,NA,NA,5,2,2,2,3,6,5,2,2,2,5,3,5,5,5,2,3,3,3,3,4,4,4,3,2,3,4,1,4,3,1,2,3,2,1,3,2,1,3.6,3.75,3.77777777777778,1,11.2857142857143,1,3,2,1,1,4,3,4,3,4,2.66666666666667,1,1
0,100,455,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.953,0,NA,NA,NA,NA,10,7,7,4,5,6,7,1,2,6,5,4,5,7,6,2,6,2,6,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,2,3,2,2,5.2,3,4.77777777777778,1,11.4285714285714,1,3,3,3,3,3,2,3,3,3,2.93333333333333,1,1
0,100,288,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,6.877,0,NA,NA,NA,NA,8,6,6,2,6,6,6,1,2,6,6,4,4,5,5,3,5,3,5,4,4,4,4,4,2,2,3,2,2,2,2,3,3,2,2,3,2,2,5.2,4,4.44444444444444,1,11.4285714285714,1,3,3,2,3,3,2,3,3,3,2.73333333333333,1,1
0,100,193,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.419,0,NA,NA,NA,NA,7,5,5,2,5,5,6,2,2,5,5,5,6,6,6,2,6,3,6,4,4,4,4,3,2,2,2,2,2,4,2,3,3,3,2,3,2,2,4.6,4,5,1,11.3571428571429,1,3,3,3,3,3,2,3,3,3,2.93333333333333,1,1
0,100,334,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.516,0,NA,NA,NA,NA,9,5,6,6,6,5,6,2,2,6,5,4,5,5,5,3,5,3,5,4,4,4,4,3,2,1,3,2,2,3,2,3,3,2,1,3,1,2,5,4,4.44444444444444,1,11.1428571428571,1,3,4,2,3,3,2,4,4,3,2.93333333333333,1,1
0,100,171,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.924,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,4,3,4,2,3,3,2,1,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,2.5,3.55555555555556,1,10.7857142857143,1,3,3,2,2,3,3,4,4,4,2.53333333333333,0,1
0,100,543,1,"anonymous","EN",2,19,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,2.923,0,NA,NA,NA,NA,5,5,5,5,7,7,7,2,2,6,6,6,6,5,7,3,4,4,6,4,4,4,4,4,2,2,3,1,2,4,2,2,4,4,2,3,2,2,5.8,4,5.22222222222222,1,11.5,1,3,3,2,3,3,3,3,3,3,3.06666666666667,1,1
0,100,312,1,"anonymous","EN",1,19,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,1.508,0,NA,NA,NA,NA,7,2,2,1,5,5,5,2,2,6,5,5,5,5,5,2,5,2,4,4,4,4,4,4,2,1,1,2,1,1,1,1,4,3,1,3,1,1,4.6,4,4.22222222222222,1,10.8571428571429,1,3,4,4,4,4,4,4,4,4,3.46666666666667,1,1
0,100,279,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,3.69,0,NA,NA,NA,NA,5,3,3,1,5,5,1,2,1,5,6,3,5,5,5,1,6,2,5,4,4,4,4,4,2,2,3,2,3,3,2,2,3,2,2,3,2,2,3.4,4,4.22222222222222,1,11.4285714285714,1,3,3,2,2,3,3,3,3,3,2.8,1,1
0,100,341,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,149.217,0,NA,NA,NA,NA,5,4,4,2,4,5,5,2,2,4,6,4,5,6,6,2,6,2,6,4,4,4,4,3,2,1,3,2,2,4,1,1,4,2,1,4,1,2,4,4,4.77777777777778,1,11.0714285714286,1,3,4,2,3,4,4,4,4,3,3.33333333333333,1,1
0,100,492,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,1.419,0,NA,NA,NA,NA,6,5,6,4,6,7,7,1,4,6,6,7,7,7,7,7,7,7,7,4,3,4,4,3,3,3,4,2,1,3,1,3,2,2,1,1,2,1,6,3.75,6.88888888888889,1,11.0714285714286,1,2,2,1,4,4,2,4,3,4,2.6,1,1
0,100,330,1,"anonymous","EN",2,19,1,1,NA,NA,NA,NA," ",2,1," ",0,0,1.571,0,NA,NA,NA,NA,5,5,5,3,5,4,6,1,1,5,7,5,6,7,7,1,5,2,6,4,4,4,3,4,1,1,3,3,1,4,2,3,3,2,1,4,1,2,4.2,3.75,5.11111111111111,1,11.2142857142857,1,4,4,2,4,3,2,4,4,3,3.33333333333333,1,1
0,100,544,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,0.984,0,NA,NA,NA,NA,3,2,2,2,2,6,5,1,1,2,1,3,2,6,7,4,3,5,1,4,4,4,4,4,3,3,3,1,2,3,2,3,3,2,3,3,3,2,3.2,4,3.55555555555556,1,11.6428571428571,1,2,2,2,3,3,2,2,2,3,2.46666666666667,1,1
0,100,231,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,2.228,0,NA,NA,NA,NA,8,7,7,1,5,4,6,1,1,7,7,5,5,5,6,3,6,2,6,4,4,4,3,4,2,2,2,3,1,4,1,1,4,3,1,3,1,1,4.6,3.75,5,1,11.0714285714286,1,3,3,3,4,4,4,4,4,4,3.6,1,1
0,100,228,1,"anonymous","EN",1,19,1,NA,NA,1,NA,NA," ",2,1," ",0,0,1.354,0,NA,NA,NA,NA,9,6,6,3,4,7,7,1,1,6,5,4,6,7,7,1,5,4,7,5,5,5,4,4,1,1,1,3,1,4,1,3,4,3,1,4,1,1,5,4.75,5.11111111111111,1,11.0714285714286,1,4,4,4,4,4,2,4,4,4,3.73333333333333,1,1
0,100,141,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.071,0,NA,NA,NA,NA,9,5,6,3,7,6,7,1,1,7,4,4,7,7,7,1,7,1,2,4,4,4,4,4,NA,1,1,4,1,4,4,3,4,4,1,4,1,1,5.6,4,4.44444444444444,1,NA,1,NA,4,4,4,1,2,4,4,4,NA,1,1
0,100,273,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.353,0,NA,NA,NA,NA,5,5,7,4,6,6,7,3,2,6,7,7,5,7,7,2,4,4,6,4,4,4,4,4,2,2,2,3,2,4,2,3,3,3,2,3,2,3,5.4,4,5.44444444444444,1,11.5714285714286,1,3,3,3,3,3,2,3,3,2,3,1,1
0,100,140,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.414,0,NA,NA,NA,NA,7,5,5,2,6,6,7,1,1,7,6,4,4,6,6,2,5,5,6,4,3,4,4,3,2,2,3,1,2,3,2,3,3,2,2,3,1,3,5.4,3.75,4.88888888888889,1,11.2857142857143,1,3,3,2,3,3,2,3,4,2,2.66666666666667,1,1
0,100,201,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,6.462,0,NA,NA,NA,NA,6,6,6,1,7,7,7,1,4,6,7,7,7,7,7,6,7,7,7,4,4,4,4,4,1,2,2,3,2,4,2,3,3,3,2,3,2,2,6.2,4,6.88888888888889,1,11.4285714285714,1,4,3,3,3,3,2,3,3,3,3.13333333333333,1,1
0,100,765,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,11.669,0,NA,NA,NA,NA,7,7,7,4,7,5,7,1,1,4,5,6,6,6,6,1,6,3,4,4,4,4,4,3,3,3,3,1,3,3,1,3,3,3,1,4,1,1,4.8,4,4.77777777777778,1,11.3571428571429,1,2,2,2,2,4,2,4,4,4,2.86666666666667,1,1
0,100,305,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.579,0,NA,NA,NA,NA,10,7,7,7,6,6,6,1,1,7,7,7,7,7,7,1,7,1,7,4,3,4,3,3,1,1,3,2,2,3,2,3,4,3,1,3,2,3,5.2,3.5,5.66666666666667,1,11.3571428571429,1,4,4,2,3,3,2,4,3,2,3,1,1
0,100,12202,1,"anonymous","EN",1,19,1,1,NA,NA,NA,NA," ",2,1," ",0,0,1.727,0,NA,NA,NA,NA,5,3,3,NA,4,4,4,4,4,4,7,5,7,7,7,1,6,1,2,3,4,3,3,3,2,1,2,3,3,3,1,4,3,NA,3,3,3,3,4,3.25,4.77777777777778,1,NA,1,3,4,3,2,4,1,2,2,2,NA,1,1
0,100,207,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.996,0,NA,NA,NA,NA,10,7,7,1,7,7,7,1,3,7,7,7,1,7,7,4,6,1,7,4,4,4,4,3,1,1,1,2,1,4,2,3,3,3,1,4,2,1,6.2,4,5.22222222222222,1,11,1,4,4,4,4,3,2,4,3,4,3.4,1,1
0,100,261,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,7.394,0,NA,NA,NA,NA,7,6,6,1,7,7,7,1,1,7,4,3,1,7,7,1,6,1,4,4,4,4,4,4,1,1,1,3,2,4,1,1,1,4,1,3,1,3,5.8,4,3.77777777777778,1,10.9285714285714,1,4,4,4,3,4,4,4,4,2,3.46666666666667,1,1
0,100,352,1,"anonymous","EN",2,19,NA,NA,NA,NA,NA,1,"Hispanic",1,1," ",0,0,2.755,0,NA,NA,NA,NA,7,5,7,2,5,5,4,5,3,4,4,5,5,5,6,1,5,2,4,3,3,3,3,2,2,2,3,3,3,3,2,2,3,3,2,3,2,2,4.2,3,4.11111111111111,1,11.4285714285714,1,3,3,2,2,3,3,3,3,3,2.8,1,1
0,100,375,1,"anonymous","EN",2,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,4.402,0,NA,NA,NA,NA,9,6,6,4,7,7,7,1,4,7,5,5,1,7,7,1,4,4,7,5,4,5,5,3,1,1,1,3,1,4,2,3,4,4,1,4,1,1,6.4,4.75,4.55555555555556,1,11.1428571428571,1,4,4,4,4,3,2,4,4,4,3.66666666666667,1,1
0,100,187,1,"anonymous","EN",1,19,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,3.939,0,NA,NA,NA,NA,9,6,6,1,7,5,2,7,6,6,6,6,2,6,6,2,5,4,6,4,4,4,4,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,5.2,4,4.77777777777778,1,11.7857142857143,1,2,2,2,2,3,2,2,2,2,2.33333333333333,1,1
0,100,251,1,"anonymous","EN",1,19,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,5.561,0,NA,NA,NA,NA,2,1,3,1,4,6,6,4,1,4,6,4,4,6,6,2,6,2,5,4,4,3,5,2,2,4,4,3,4,3,3,4,3,3,3,4,3,3,4.2,4,4.55555555555556,1,12.2142857142857,1,3,1,1,1,2,1,2,2,2,2.2,0,1
0,100,129,1,"anonymous","EN",2,19,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,1.41,0,NA,NA,NA,NA,10,7,7,7,7,6,6,3,2,7,7,7,7,7,7,7,7,7,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,4,4,4,1,1,5.6,5,6.77777777777778,1,10.7142857142857,1,4,4,4,4,4,4,1,4,4,3.06666666666667,1,1
